"","type","is_practice","click_values","payoff_matrix","cost_matrix","weights","weights_deviation","trial_num","selected_option","gross_earnings","net_earnings","click_cost","uncovered_values","num_values_revealed","nudge_type","num_baskets","num_features","reaction_time","points_click_cost","points_action_utility","points_metalevel_reward","problem_id","trial_type","trial_index","time_elapsed","participant_id"
"30","mouselab","False","[]","[[5, 6, 5, 4, 5], [7, 2, 1, 5, 8], [9, 6, 4, 4, 6], [4, 5, 6, 7, 6], [3, 4, 4, 7, 4]]","[[0, 0, 2, 2, 2], [0, 2, 2, 2, 2], [2, 2, 2, 2, 2], [2, 0, 0, 2, 2], [2, 2, 2, 0, 2]]","[3, 2, 8, 14, 3]",20,30,4,0.058,0.058,0,"[]",0,"random",5,5,2301,0,175,175,709696,"attentional-mouselab",34,436064,0
"31","mouselab","False","[]","[[6, 6, 6, 2, 5], [5, 6, 7, 4, 5], [5, 4, 6, 5, 4], [5, 3, 3, 8, 5], [4, 3, 7, 4, 3]]","[[0, 2, 0, 2, 2], [2, 2, 0, 2, 2], [2, 2, 0, 2, 2], [0, 0, 2, 2, 2], [2, 2, 2, 2, 2]]","[7, 7, 3, 5, 8]",8,31,2,0.06,0.06,0,"[]",0,"random",5,5,3782,0,180,180,107562,"attentional-mouselab",35,441490,0
"32","mouselab","False","[]","[[0, 4, 4, 8, 5], [6, 6, 3, 5, 6], [3, 4, 6, 5, 7], [6, 5, 2, 3, 7], [4, 8, 6, 4, 3]]","[[2, 2, 2, 2, 2], [2, 0, 2, 0, 0], [2, 2, 2, 2, 0], [2, 2, 2, 2, 0], [2, 0, 2, 2, 2]]","[1, 15, 2, 2, 10]",26,32,4,0.051,0.051,0,"[]",0,"greedy",5,5,3539,0,153,153,824305,"attentional-mouselab",36,446483,0
"33","mouselab","True","[0, 0, 5, 5, 10, 10, 20, 20]","[[7, 6, 4, 5, 7], [5, 4, 5, 6, 9], [7, 4, 7, 2, 4], [6, 5, 7, 3, 6], [6, 6, 6, 6, 4]]","[[2, 2, 2, 2, 2], [2, 0, 0, 2, 0], [2, 2, 2, 2, 0], [0, 2, 2, 0, 2], [2, 2, 2, 2, 2]]","[8, 2, 1, 9, 10]",18,1,0,0.062,0.0593333333333333,0.00266666666666667,"[0, 5, 10, 20]",4,"random",5,5,18462,8,187,179,17579,"attentional-mouselab",4,139560,1
"34","mouselab","True","[12, 12]","[[6, 3, 3, 5, 6], [6, 7, 5, 6, 8], [5, 4, 3, 5, 3], [4, 6, 8, 6, 6], [6, 6, 5, 7, 6]]","[[2, 0, 2, 2, 2], [2, 2, 0, 2, 0], [2, 2, 2, 2, 2], [2, 0, 0, 2, 0], [2, 2, 2, 2, 2]]","[1, 20, 2, 6, 1]",28,2,2,0.054,0.0533333333333333,0.000666666666666667,"[12]",1,"random",5,5,4903,2,162,160,556336,"attentional-mouselab",5,148132,1
"35","mouselab","False","[]","[[3, 7, 5, 4, 7], [7, 4, 6, 5, 5], [5, 3, 3, 5, 7], [6, 7, 8, 2, 0], [3, 6, 5, 9, 6]]","[[2, 0, 0, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 0], [2, 2, 0, 2, 0], [2, 2, 2, 2, 2]]","[15, 3, 1, 10, 1]",26,3,4,0.044,0.044,0,"[]",0,"greedy",5,5,2632,0,133,133,664520,"attentional-mouselab",7,157752,1
"36","mouselab","False","[18, 18, 15, 15]","[[10, 4, 4, 3, 4], [7, 6, 4, 10, 5], [5, 5, 7, 6, 4], [6, 5, 3, 6, 7], [3, 7, 5, 4, 1]]","[[0, 2, 2, 0, 2], [2, 2, 0, 0, 2], [2, 2, 2, 0, 2], [2, 2, 2, 2, 2], [2, 0, 2, 2, 2]]","[5, 2, 13, 9, 1]",20,4,3,0.057,0.0556666666666667,0.00133333333333333,"[18, 15]",2,"greedy",5,5,9037,4,171,167,657365,"attentional-mouselab",8,168430,1
"37","mouselab","False","[10, 10, 5, 5, 6, 6, 7, 7, 8, 8, 9, 9]","[[7, 2, 4, 3, 3], [3, 8, 4, 7, 4], [5, 6, 5, 5, 5], [5, 7, 4, 7, 5], [4, 2, 3, 5, 7]]","[[0, 2, 2, 0, 2], [2, 2, 2, 2, 2], [2, 0, 2, 0, 0], [0, 2, 2, 2, 2], [2, 2, 2, 2, 2]]","[4, 17, 4, 3, 2]",22,5,1,0.064,0.06,0.004,"[10, 5, 6, 7, 8, 9]",6,"random",5,5,16426,12,193,181,626659,"attentional-mouselab",9,186452,1
"38","mouselab","False","[5, 5, 6, 6, 7, 7, 8, 8, 9, 9]","[[7, 6, 4, 5, 5], [5, 6, 4, 6, 6], [5, 7, 6, 3, 2], [5, 7, 3, 5, 5], [6, 3, 4, 4, 6]]","[[0, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 0, 2, 0, 0], [2, 2, 2, 2, 2], [2, 2, 0, 2, 2]]","[4, 13, 3, 6, 4]",14,6,3,0.051,0.0476666666666667,0.00333333333333333,"[5, 6, 7, 8, 9]",5,"extreme",5,5,8991,10,153,143,623884,"attentional-mouselab",10,196890,1
"39","mouselab","False","[0, 0, 1, 1, 3, 3]","[[6, 4, 8, 3, 6], [3, 4, 6, 2, 7], [5, 5, 3, 7, 7], [5, 2, 6, 7, 4], [6, 6, 8, 6, 2]]","[[2, 2, 0, 2, 0], [2, 2, 2, 2, 2], [0, 2, 0, 2, 2], [2, 2, 2, 2, 2], [0, 0, 2, 2, 2]]","[9, 7, 2, 6, 6]",8,7,2,0.068,0.066,0.002,"[0, 1, 3]",3,"random",5,5,4932,6,204,198,677796,"attentional-mouselab",11,202958,1
"40","mouselab","False","[23, 23, 24, 24]","[[2, 5, 4, 5, 4], [6, 5, 6, 6, 7], [5, 4, 3, 5, 6], [4, 5, 3, 4, 7], [7, 7, 8, 5, 3]]","[[0, 2, 2, 2, 2], [0, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 0, 0, 2, 2]]","[6, 1, 18, 2, 3]",24,8,2,0.038,0.0366666666666667,0.00133333333333333,"[23, 24]",2,"extreme",5,5,4515,4,114,110,610420,"attentional-mouselab",12,208624,1
"41","mouselab","False","[6, 6, 8, 8, 9, 9]","[[6, 5, 7, 6, 4], [5, 5, 4, 4, 5], [6, 7, 4, 6, 7], [3, 8, 6, 4, 3], [5, 3, 5, 7, 4]]","[[2, 2, 2, 2, 2], [0, 2, 0, 2, 2], [2, 0, 2, 2, 2], [2, 0, 0, 2, 2], [2, 2, 0, 2, 2]]","[1, 17, 1, 1, 10]",30,9,1,0.045,0.043,0.002,"[6, 8, 9]",3,"random",5,5,6581,6,135,129,851158,"attentional-mouselab",13,216388,1
"42","mouselab","False","[]","[[7, 2, 3, 6, 5], [4, 5, 3, 8, 4], [3, 6, 2, 4, 5], [6, 8, 6, 4, 7], [5, 5, 7, 7, 8]]","[[2, 2, 2, 2, 2], [2, 2, 2, 0, 0], [2, 2, 2, 2, 2], [2, 2, 2, 0, 0], [2, 2, 0, 2, 0]]","[13, 2, 6, 6, 3]",14,10,3,0.054,0.054,0,"[]",0,"greedy",5,5,4981,0,163,163,343669,"attentional-mouselab",14,222474,1
"43","mouselab","False","[5, 5, 7, 7, 8, 8, 9, 9]","[[6, 5, 5, 3, 7], [6, 1, 8, 3, 4], [6, 6, 9, 7, 5], [3, 3, 8, 5, 5], [5, 7, 4, 1, 5]]","[[2, 2, 0, 2, 2], [2, 0, 2, 2, 2], [2, 2, 0, 2, 2], [2, 2, 2, 0, 0], [2, 2, 2, 0, 2]]","[4, 16, 2, 3, 5]",20,11,2,0.07,0.0673333333333333,0.00266666666666667,"[5, 7, 8, 9]",4,"extreme",5,5,4903,8,210,202,662342,"attentional-mouselab",15,228452,1
"44","mouselab","False","[]","[[8, 5, 3, 5, 5], [4, 6, 5, 3, 5], [4, 6, 8, 8, 4], [9, 4, 4, 6, 7], [4, 4, 4, 4, 2]]","[[0, 2, 2, 0, 2], [2, 2, 2, 2, 2], [2, 2, 2, 0, 2], [0, 2, 0, 2, 2], [2, 2, 2, 0, 2]]","[2, 9, 4, 8, 7]",12,12,3,0.048,0.048,0,"[]",0,"greedy",5,5,4249,0,145,145,247392,"attentional-mouselab",16,233658,1
"45","mouselab","False","[15, 15, 16, 16, 17, 17, 18, 18, 19, 19]","[[1, 5, 3, 4, 1], [7, 6, 4, 6, 5], [3, 7, 4, 4, 7], [7, 2, 5, 3, 5], [6, 3, 9, 2, 9]]","[[0, 2, 0, 2, 0], [2, 0, 2, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 0, 2, 2]]","[4, 1, 4, 13, 8]",18,13,0,0.054,0.0506666666666667,0.00333333333333333,"[15, 16, 17, 18, 19]",5,"extreme",5,5,6879,10,162,152,708358,"attentional-mouselab",17,241672,1
"46","mouselab","False","[]","[[6, 4, 4, 4, 6], [3, 4, 6, 5, 4], [6, 3, 8, 4, 9], [6, 0, 6, 4, 5], [6, 4, 6, 7, 2]]","[[2, 0, 2, 2, 2], [2, 2, 0, 2, 2], [2, 2, 0, 2, 2], [0, 2, 0, 2, 2], [2, 2, 0, 2, 2]]","[6, 3, 10, 10, 1]",16,14,2,0.063,0.063,0,"[]",0,"greedy",5,5,7391,0,188,188,570958,"attentional-mouselab",18,250262,1
"47","mouselab","False","[21, 21, 22, 22, 23, 23, 24, 24]","[[4, 4, 8, 2, 5], [5, 9, 7, 5, 7], [7, 5, 6, 1, 6], [3, 4, 6, 6, 5], [9, 5, 5, 7, 5]]","[[0, 2, 2, 2, 2], [2, 2, 0, 2, 0], [0, 2, 2, 2, 2], [2, 2, 0, 2, 2], [0, 2, 2, 2, 2]]","[3, 9, 4, 1, 13]",20,15,0,0.068,0.0653333333333333,0.00266666666666667,"[21, 22, 23, 24]",4,"random",5,5,7297,8,205,197,953885,"attentional-mouselab",19,258502,1
"48","mouselab","False","[15, 15, 17, 17, 18, 18, 19, 19]","[[5, 1, 3, 8, 6], [1, 6, 6, 4, 4], [5, 5, 2, 8, 7], [5, 8, 7, 8, 3], [6, 5, 7, 4, 5]]","[[2, 0, 2, 0, 2], [0, 2, 2, 0, 2], [2, 2, 0, 2, 2], [2, 0, 2, 2, 2], [2, 2, 2, 2, 2]]","[7, 5, 3, 13, 2]",16,16,3,0.071,0.0683333333333333,0.00266666666666667,"[15, 17, 18, 19]",4,"extreme",5,5,10965,8,212,204,826055,"attentional-mouselab",20,270368,1
"49","mouselab","False","[10, 10, 11, 11, 12, 12, 13, 13, 14, 14]","[[7, 6, 6, 5, 7], [1, 6, 2, 6, 6], [7, 8, 5, 8, 4], [5, 6, 6, 4, 7], [9, 5, 4, 6, 3]]","[[2, 2, 2, 2, 0], [0, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 2, 2, 2, 2], [0, 0, 2, 2, 0]]","[7, 7, 12, 2, 2]",16,17,1,0.067,0.0636666666666667,0.00333333333333333,"[10, 11, 12, 13, 14]",5,"random",5,5,8113,10,202,192,910605,"attentional-mouselab",21,279952,1
"50","mouselab","False","[5, 5, 6, 6, 8, 8, 9, 9]","[[2, 5, 5, 9, 6], [5, 5, 3, 7, 4], [5, 4, 5, 7, 5], [3, 4, 6, 5, 8], [6, 6, 5, 4, 2]]","[[0, 2, 2, 0, 2], [2, 2, 0, 2, 2], [2, 2, 0, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 2, 0]]","[7, 9, 2, 8, 4]",12,18,3,0.065,0.0623333333333333,0.00266666666666667,"[5, 6, 8, 9]",4,"extreme",5,5,5999,8,196,188,638297,"attentional-mouselab",22,286830,1
"51","mouselab","False","[10, 10, 11, 11, 12, 12, 13, 13, 14, 14]","[[3, 6, 5, 8, 3], [3, 4, 5, 5, 6], [4, 5, 7, 4, 3], [4, 3, 4, 5, 5], [6, 8, 4, 7, 2]]","[[2, 0, 2, 2, 2], [2, 2, 2, 2, 0], [2, 2, 2, 2, 2], [2, 2, 2, 2, 2], [0, 0, 0, 2, 0]]","[3, 5, 15, 6, 1]",18,19,2,0.058,0.0546666666666667,0.00333333333333333,"[10, 11, 12, 13, 14]",5,"random",5,5,5523,10,173,163,56605,"attentional-mouselab",23,293280,1
