,participant_id,problem_id,num_clicks,modification_type,click_cost,revenue,total_payoff
266,13,10,1,optimal,0.003,0.05,0.047
267,13,9,1,optimal,0.004,0.096,0.092
268,13,18,3,random,0.004,0.112,0.108
269,13,20,1,optimal,0.004,0.071,0.06699999999999999
270,13,21,2,random,0.004,0.129,0.125
271,13,4,2,random,0.005,0.096,0.091
272,13,17,2,optimal,0.006,0.102,0.09599999999999999
273,13,16,2,random,0.007,0.039,0.032
274,13,14,0,random,0.0,0.083,0.083
275,13,13,6,random,0.014,0.107,0.093
276,13,7,1,optimal,0.002,0.135,0.133
277,13,6,3,random,0.005,0.079,0.074
278,13,15,0,optimal,0.0,0.143,0.143
279,13,11,2,random,0.002,0.073,0.071
280,13,3,1,optimal,0.001,0.068,0.067
281,14,3,2,random,0.002,0.061,0.059
282,14,5,3,optimal,0.01,0.058,0.048
283,14,16,3,random,0.016,0.081,0.065
284,14,6,1,optimal,0.001,0.105,0.104
285,14,18,2,optimal,0.003,0.064,0.061
286,14,14,2,optimal,0.003,0.123,0.12
287,14,12,0,optimal,0.0,0.035,0.035
288,14,9,0,random,0.0,0.029,0.029
289,14,10,0,random,0.0,0.098,0.098
290,14,19,2,random,0.005,0.039,0.034
291,14,7,0,optimal,0.0,0.078,0.078
292,14,4,5,random,0.009,0.096,0.08700000000000001
293,14,20,0,optimal,0.0,0.14,0.14
294,14,2,0,optimal,0.002,0.111,0.109
295,14,15,0,random,0.0,0.03,0.03
296,14,13,0,random,0.0,0.139,0.139
297,14,1,0,optimal,0.0,0.075,0.075
298,14,17,0,optimal,0.0,0.065,0.065
299,14,8,0,random,0.0,0.028,0.028
300,14,21,0,random,0.0,0.129,0.129
301,15,3,0,random,0.0,0.035,0.035
302,15,20,0,random,0.0,0.14,0.14
303,15,8,0,optimal,0.0,0.114,0.114
304,15,10,0,optimal,0.0,0.046,0.046
305,15,4,0,random,0.0,0.071,0.071
306,15,19,0,random,0.0,0.066,0.066
307,15,18,0,optimal,0.0,0.048,0.048
308,15,9,0,optimal,0.0,0.071,0.071
309,15,21,0,random,0.0,0.034,0.034
310,15,1,0,optimal,0.0,0.092,0.092
311,15,17,0,optimal,0.0,0.05,0.05
312,15,5,0,random,0.0,0.071,0.071
313,15,2,0,random,0.0,0.051,0.051
314,15,6,0,optimal,0.0,0.025,0.025
315,15,14,0,optimal,0.0,0.042,0.042
316,15,12,0,random,0.0,0.03,0.03
317,15,7,0,optimal,0.0,0.149,0.149
318,15,15,0,optimal,0.0,0.043,0.043
319,15,16,0,random,0.0,0.048,0.048
320,15,13,0,random,0.0,0.086,0.086
321,16,3,14,optimal,0.029,0.06,0.030999999999999996
322,16,16,0,optimal,0.006,0.053,0.047
323,16,6,0,random,0.0,0.04,0.04
324,16,12,0,random,0.0,0.03,0.03
325,16,18,0,random,0.0,0.036,0.036
326,16,21,0,optimal,0.0,0.117,0.117
327,16,11,0,random,0.0,0.122,0.122
328,16,14,0,optimal,0.0,0.134,0.134
329,16,1,0,random,0.0,0.075,0.075
330,16,17,0,random,0.0,0.095,0.095
331,16,4,0,optimal,0.0,0.023,0.023
332,16,15,0,random,0.0,0.093,0.093
333,16,20,0,optimal,0.0,0.098,0.098
334,16,19,0,optimal,0.0,0.095,0.095
335,16,9,0,optimal,0.0,0.029,0.029
336,16,10,0,random,0.0,0.046,0.046
337,16,8,0,random,0.0,0.085,0.085
338,16,7,0,optimal,0.0,0.076,0.076
339,16,5,2,optimal,0.006,0.088,0.08199999999999999
340,16,13,2,optimal,0.004,0.079,0.075
341,17,3,0,optimal,0.0,0.05,0.05
342,17,19,0,optimal,0.0,0.093,0.093
343,17,7,0,random,0.0,0.111,0.111
344,17,18,1,random,0.001,0.074,0.073
345,17,5,1,optimal,0.004,0.06,0.055999999999999994
346,17,6,0,random,0.0,0.1,0.1
347,17,8,0,optimal,0.0,0.085,0.085
348,17,9,0,optimal,0.0,0.096,0.096
349,17,10,0,random,0.0,0.04,0.04
350,17,16,0,random,0.0,0.053,0.053
351,17,11,0,optimal,0.0,0.132,0.132
352,17,1,1,optimal,0.003,0.067,0.064
353,17,2,0,optimal,0.0,0.111,0.111
354,17,17,0,random,0.0,0.065,0.065
355,17,20,0,optimal,0.0,0.153,0.153
356,17,13,0,random,0.0,0.107,0.107
357,17,12,0,random,0.0,0.129,0.129
358,17,4,0,optimal,0.0,0.15,0.15
359,17,14,0,optimal,0.0,0.131,0.131
360,17,15,0,random,0.0,0.135,0.135
361,18,11,0,optimal,0.0,0.116,0.116
362,18,3,1,optimal,0.001,0.08,0.079
363,18,21,2,random,0.004,0.029,0.025
364,18,15,3,optimal,0.005,0.073,0.06799999999999999
365,18,6,5,random,0.005,0.032,0.027
366,18,17,0,optimal,0.0,0.098,0.098
367,18,1,5,random,0.005,0.092,0.087
368,18,16,2,optimal,0.005,0.053,0.048
369,18,18,6,random,0.006,0.112,0.106
370,18,19,6,optimal,0.006,0.066,0.060000000000000005
371,18,4,1,random,0.001,0.096,0.095
372,18,9,5,optimal,0.005,0.08,0.075
373,18,8,3,optimal,0.004,0.112,0.108
374,18,12,3,optimal,0.004,0.151,0.147
375,18,2,1,optimal,0.001,0.14,0.139
376,18,14,0,random,0.0,0.083,0.083
377,18,7,3,random,0.004,0.149,0.145
378,18,20,1,random,0.001,0.11,0.109
379,18,13,1,optimal,0.001,0.085,0.084
380,18,10,4,random,0.006,0.01,0.004
381,19,12,3,optimal,0.005,0.094,0.089
382,19,2,4,random,0.007,0.111,0.104
383,19,4,4,optimal,0.004,0.096,0.092
384,19,18,6,random,0.006,0.039,0.033
385,19,17,2,optimal,0.003,0.079,0.076
386,19,14,3,random,0.003,0.078,0.075
387,19,3,6,random,0.006,0.058,0.052000000000000005
388,19,9,7,random,0.007,0.1,0.093
389,19,1,4,optimal,0.004,0.075,0.071
390,19,21,2,random,0.002,0.075,0.073
391,19,16,1,random,0.001,0.039,0.038
392,19,5,2,optimal,0.002,0.12,0.118
393,19,20,1,optimal,0.001,0.105,0.104
394,19,13,2,optimal,0.002,0.065,0.063
395,19,6,4,optimal,0.004,0.048,0.044
396,19,8,1,random,0.002,0.093,0.091
397,19,10,2,optimal,0.002,0.14,0.138
398,19,7,4,optimal,0.004,0.084,0.08
399,19,11,3,random,0.003,0.122,0.119
400,19,19,4,random,0.004,0.066,0.062
401,20,12,6,optimal,0.02,0.129,0.109
402,20,16,0,optimal,0.0,0.034,0.034
403,20,10,5,optimal,0.011,0.14,0.129
404,20,8,3,random,0.006,0.104,0.09799999999999999
405,20,20,1,optimal,0.003,0.096,0.093
406,20,4,0,random,0.0,0.096,0.096
407,20,11,0,random,0.0,0.116,0.116
408,20,19,0,optimal,0.0,0.079,0.079
409,20,5,2,optimal,0.008,0.124,0.11599999999999999
410,20,13,1,random,0.004,0.114,0.11
411,20,14,0,optimal,0.0,0.073,0.073
412,20,7,0,optimal,0.0,0.149,0.149
413,20,21,1,optimal,0.002,0.117,0.115
414,20,3,1,optimal,0.003,0.114,0.111
415,20,2,1,random,0.004,0.075,0.071
416,20,9,0,random,0.0,0.066,0.066
417,20,18,0,optimal,0.0,0.064,0.064
418,20,15,0,random,0.0,0.088,0.088
419,20,17,0,random,0.0,0.102,0.102
420,20,6,0,random,0.0,0.111,0.111
421,21,1,15,optimal,0.04,0.075,0.034999999999999996
422,21,10,0,random,0.0,0.051,0.051
423,21,19,0,optimal,0.001,0.093,0.092
424,21,7,0,random,0.0,0.031,0.031
425,21,2,0,random,0.0,0.025,0.025
426,21,8,12,optimal,0.03,0.114,0.084
427,21,13,15,random,0.039,0.079,0.04
428,21,3,0,random,0.0,0.058,0.058
429,21,18,14,random,0.028,0.074,0.046
430,21,21,15,optimal,0.035,0.117,0.082
431,21,4,0,random,0.0,0.15,0.15
432,21,9,9,random,0.011,0.012,0.0010000000000000009
433,21,17,9,optimal,0.024,0.009,-0.015000000000000001
434,21,5,12,optimal,0.038,0.088,0.049999999999999996
435,21,14,11,optimal,0.024,0.003,-0.021
436,21,6,12,optimal,0.027,0.06,0.033
437,21,15,12,optimal,0.028,0.029,0.0010000000000000009
438,21,20,15,optimal,0.047,0.105,0.057999999999999996
439,21,11,15,random,0.034,0.1,0.066
440,21,16,13,random,0.04,0.053,0.012999999999999998
441,22,6,8,random,0.015,0.046,0.031
442,22,7,3,random,0.006,0.102,0.09599999999999999
443,22,5,8,optimal,0.023,0.124,0.101
444,22,18,6,random,0.012,0.048,0.036000000000000004
445,22,9,0,optimal,0.0,0.096,0.096
446,22,4,4,random,0.01,0.15,0.13999999999999999
447,22,11,0,optimal,0.0,0.074,0.074
448,22,2,3,optimal,0.008,0.111,0.10300000000000001
449,22,13,0,random,0.001,0.05,0.049
450,22,12,0,random,0.0,0.151,0.151
451,22,20,0,random,0.0,0.098,0.098
452,22,1,0,random,0.0,0.021,0.021
453,22,17,0,optimal,0.0,0.12,0.12
454,22,19,0,optimal,0.0,0.097,0.097
455,22,3,0,optimal,0.0,0.134,0.134
456,22,8,0,optimal,0.0,0.112,0.112
457,22,16,0,random,0.0,0.061,0.061
458,22,10,0,optimal,0.0,0.14,0.14
459,22,14,0,optimal,0.0,0.042,0.042
460,22,15,0,random,0.0,0.03,0.03
461,23,21,2,random,0.002,0.072,0.06999999999999999
462,23,6,4,random,0.004,0.025,0.021
463,23,4,5,random,0.007,0.094,0.087
464,23,15,5,random,0.007,0.043,0.036
465,23,10,2,random,0.003,0.082,0.079
466,23,11,1,optimal,0.003,0.132,0.129
467,23,18,2,random,0.005,0.118,0.11299999999999999
468,23,14,0,random,0.0,0.134,0.134
469,23,3,1,optimal,0.001,0.1,0.099
470,23,19,2,optimal,0.004,0.066,0.062
471,23,2,2,optimal,0.005,0.111,0.106
472,23,20,2,random,0.006,0.098,0.092
473,23,17,1,optimal,0.004,0.098,0.094
474,23,12,2,random,0.004,0.094,0.09
475,23,7,2,optimal,0.003,0.079,0.076
476,23,8,1,optimal,0.001,0.104,0.103
477,23,9,1,optimal,0.001,0.1,0.099
478,23,1,3,optimal,0.004,0.092,0.088
479,23,16,2,random,0.007,0.053,0.046
480,23,13,2,random,0.002,0.07,0.068
481,24,19,2,random,0.004,0.091,0.087
482,24,17,0,optimal,0.0,0.14,0.14
483,24,8,0,optimal,0.0,0.106,0.106
484,24,20,1,optimal,0.003,0.153,0.15
485,24,7,0,random,0.0,0.122,0.122
486,24,9,2,optimal,0.005,0.096,0.091
487,24,16,3,random,0.007,0.039,0.032
488,24,5,1,random,0.001,0.124,0.123
489,24,3,2,optimal,0.002,0.035,0.033
490,24,1,3,random,0.006,0.075,0.06899999999999999
491,24,6,2,optimal,0.002,0.105,0.103
492,24,18,4,optimal,0.005,0.093,0.088
493,24,21,3,random,0.006,0.075,0.06899999999999999
494,24,4,2,random,0.003,0.094,0.091
495,24,10,4,optimal,0.005,0.05,0.045000000000000005
496,24,15,4,random,0.004,0.073,0.06899999999999999
497,24,2,5,random,0.01,0.111,0.101
498,24,13,3,random,0.008,0.107,0.099
499,24,11,1,optimal,0.001,0.116,0.115
500,24,12,2,random,0.004,0.094,0.09
501,25,3,2,random,0.007,0.114,0.107
502,25,2,1,random,0.001,0.033,0.032
503,25,16,1,random,0.002,0.061,0.059
504,25,20,0,optimal,0.0,0.098,0.098
505,25,5,0,optimal,0.0,0.178,0.178
506,25,14,0,random,0.0,0.123,0.123
507,25,13,0,optimal,0.0,0.139,0.139
508,25,7,0,optimal,0.0,0.122,0.122
509,25,1,0,optimal,0.0,0.092,0.092
510,25,21,0,random,0.0,0.129,0.129
511,25,11,0,random,0.0,0.082,0.082
512,25,19,0,optimal,0.0,0.038,0.038
513,25,9,0,optimal,0.0,0.029,0.029
514,25,12,0,optimal,0.0,0.094,0.094
515,25,15,0,random,0.0,0.029,0.029
516,25,8,0,random,0.0,0.112,0.112
517,25,18,0,random,0.0,0.073,0.073
518,25,4,0,random,0.0,0.15,0.15
519,25,6,0,random,0.0,0.048,0.048
520,25,10,0,optimal,0.0,0.082,0.082
521,26,16,2,optimal,0.007,0.053,0.046
522,26,5,1,random,0.003,0.033,0.030000000000000002
523,26,18,3,optimal,0.004,0.112,0.108
524,26,10,2,random,0.003,0.082,0.079
525,26,1,3,random,0.004,0.092,0.088
526,26,15,0,optimal,0.0,0.093,0.093
527,26,7,1,optimal,0.002,0.078,0.076
528,26,12,0,random,0.0,0.102,0.102
529,26,14,0,optimal,0.0,0.003,0.003
530,26,11,1,random,0.001,0.073,0.072
531,26,6,1,optimal,0.001,0.048,0.047
532,26,13,2,optimal,0.002,0.048,0.046
533,26,17,0,random,0.0,0.079,0.079
534,26,21,0,random,0.0,0.068,0.068
535,26,2,0,random,0.0,0.071,0.071
536,26,8,1,optimal,0.001,0.104,0.103
537,26,20,0,optimal,0.0,0.071,0.071
538,26,9,1,random,0.001,0.068,0.067
539,26,4,2,random,0.002,0.054,0.052
540,26,3,1,optimal,0.001,0.1,0.099
541,27,14,8,optimal,0.018,0.032,0.014000000000000002
542,27,21,15,optimal,0.035,0.117,0.082
543,27,18,2,optimal,0.003,0.048,0.045
544,27,16,9,optimal,0.027,0.039,0.012
545,27,1,2,random,0.008,0.075,0.067
546,27,7,1,optimal,0.002,0.078,0.076
547,27,11,1,optimal,0.003,0.116,0.113
548,27,15,0,optimal,0.0,0.056,0.056
549,27,8,2,random,0.004,0.106,0.102
550,27,9,6,random,0.013,0.096,0.083
551,27,10,4,random,0.007,0.07,0.063
552,27,12,0,optimal,0.0,0.151,0.151
553,27,17,0,optimal,0.0,0.098,0.098
554,27,3,0,random,0.0,0.08,0.08
555,27,13,0,optimal,0.0,0.107,0.107
556,27,6,0,random,0.0,0.079,0.079
557,27,2,3,random,0.008,0.111,0.10300000000000001
558,27,19,3,random,0.008,0.038,0.03
559,27,4,5,random,0.012,0.15,0.13799999999999998
560,27,20,0,optimal,0.0,0.105,0.105
561,28,20,1,random,0.003,0.098,0.095
562,28,13,0,optimal,0.0,0.107,0.107
563,28,7,0,random,0.0,0.135,0.135
564,28,4,2,random,0.002,0.096,0.094
565,28,15,0,random,0.0,0.135,0.135
566,28,12,1,random,0.001,0.036,0.034999999999999996
567,28,11,0,random,0.0,0.041,0.041
568,28,14,0,optimal,0.0,0.123,0.123
569,28,19,0,optimal,0.0,0.095,0.095
570,28,9,0,random,0.0,0.066,0.066
571,28,8,0,optimal,0.0,0.112,0.112
572,28,1,1,optimal,0.002,0.092,0.09
573,28,16,0,optimal,0.0,0.053,0.053
574,28,6,0,optimal,0.0,0.032,0.032
575,28,18,0,optimal,0.0,0.093,0.093
576,28,10,0,random,0.0,0.07,0.07
577,28,21,0,random,0.0,0.029,0.029
578,28,2,0,optimal,0.0,0.111,0.111
579,28,3,0,random,0.0,0.08,0.08
580,28,5,0,random,0.0,0.124,0.124
581,29,4,1,random,0.001,0.098,0.097
582,29,8,0,random,0.0,0.085,0.085
583,29,9,1,random,0.001,0.066,0.065
584,29,5,2,random,0.007,0.124,0.11699999999999999
585,29,15,0,optimal,0.0,0.093,0.093
586,29,14,0,random,0.0,0.123,0.123
587,29,17,1,optimal,0.004,0.098,0.094
588,29,21,0,optimal,0.0,0.029,0.029
589,29,13,0,optimal,0.0,0.107,0.107
590,29,2,2,optimal,0.005,0.033,0.028
591,29,19,0,optimal,0.0,0.097,0.097
