"","type","is_practice","original_item_cost","highlight_cost","click_values","payoff_matrix","original_cost_matrix","final_cost_matrix","weights","highlight_weight","weights_deviation","trial_num","selected_option","gross_earnings","net_earnings","click_cost","uncovered_values","num_values_revealed","num_options","num_features","reaction_time","points_click_cost","points_action_utility","points_metalevel_reward","is_control","highlight_index","selected_option_highlight_value","trial_type","trial_index","time_elapsed","nudge_highlighted_values_are_even","highlight_value","maximized_highlighted_option","highlight_num_clicks","highlight_weight_check","highlight_num_reveals","participant_id","weights_sum"
"855","traffic-light-mouselab","False",3,1,"[10, 10, 10, 12, 12, 12, 13, 13, 13, 14, 14, 14, 11, 11, 11]","[[4, 7, 8, 7, 6], [5, 2, 4, 6, 2], [5, 3, 6, 5, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [0, 0, 0, 0, 0]]","[1, 10, 19]",10,18,15,2,0.054,0.049,0.005,"[10, 12, 13, 14, 11]",5,5,3,13607,15,162,147,"False",1,4,"traffic-light-mouselab",19,398293,"True",4,0,0,10,0,28,30
"856","traffic-light-mouselab","False",3,1,"[0, 1, 2, 3, 4]","[[4, 6, 6, 6, 3], [4, 4, 6, 5, 8], [4, 7, 4, 2, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[22, 3, 5]",22,24,16,2,0.057,0.0553333333333333,0.00166666666666667,"[0, 1, 2, 3, 4]",5,5,3,18101,5,170,165,"False",0,6,"traffic-light-mouselab",20,418003,"True",6,1,5,22,5,28,30
"857","traffic-light-mouselab","False",3,1,"[5, 6, 7, 8, 9]","[[3, 4, 7, 6, 6], [4, 6, 6, 6, 7], [8, 6, 5, 6, 4]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[12, 12, 6]",12,8,17,4,0.06,0.0583333333333333,0.00166666666666667,"[5, 6, 7, 8, 9]",5,5,3,5623,5,180,175,"False",1,7,"traffic-light-mouselab",21,424796,"True",7,1,5,12,5,28,30
"858","traffic-light-mouselab","False",3,1,"[11, 11, 11, 13, 13, 13, 12, 12, 12]","[[5, 4, 8, 2, 7], [5, 7, 5, 6, 1], [5, 6, 7, 6, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 0, 0, 0, 3]]","[12, 1, 17]",17,18,18,2,0.073,0.07,0.003,"[11, 13, 12]",3,5,3,7019,9,220,211,"True",2,7,"traffic-light-mouselab",22,432912,"True",7,1,9,17,3,28,30
"859","traffic-light-mouselab","False",3,1,"[10, 10, 10, 12, 12, 12, 14, 14, 14, 13, 13, 13, 11, 11, 11]","[[7, 6, 4, 6, 8], [8, 2, 2, 6, 6], [3, 6, 6, 5, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[8, 3, 19]",8,18,19,2,0.051,0.046,0.005,"[10, 12, 14, 13, 11]",5,5,3,8847,15,152,137,"False",0,4,"traffic-light-mouselab",23,443102,"True",4,0,0,8,0,28,30
"860","traffic-light-mouselab","False",3,1,"[10, 10, 11, 12, 13, 14, 9, 9, 9, 8, 8, 8]","[[6, 2, 5, 8, 5], [6, 5, 6, 8, 8], [6, 6, 6, 8, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 0, 0], [0, 0, 0, 0, 0]]","[1, 15, 14]",14,18,20,3,0.08,0.0763333333333333,0.00366666666666667,"[10, 11, 12, 13, 14, 9, 8]",7,5,3,12464,11,240,229,"False",2,8,"traffic-light-mouselab",24,458854,"True",8,1,6,14,5,28,30
"861","traffic-light-mouselab","False",3,1,"[10, 11, 12, 13, 14]","[[3, 0, 2, 5, 2], [3, 5, 3, 5, 3], [5, 4, 4, 1, 10]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[9, 1, 20]",20,20,21,4,0.074,0.0723333333333333,0.00166666666666667,"[10, 11, 12, 13, 14]",5,5,3,6661,5,221,216,"False",2,10,"traffic-light-mouselab",25,466732,"True",10,1,5,20,5,28,30
"862","traffic-light-mouselab","False",3,1,"[0, 0, 0]","[[7, 4, 5, 6, 5], [5, 6, 7, 5, 5], [5, 4, 4, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[23, 2, 5]",23,26,22,0,0.065,0.064,0.001,"[0]",1,5,3,10429,3,196,193,"True",0,7,"traffic-light-mouselab",26,478079,"True",7,1,3,23,1,28,30
"863","traffic-light-mouselab","False",3,1,"[10, 11, 12, 14, 13, 5, 5, 5, 9, 9, 9]","[[3, 4, 4, 5, 5], [5, 4, 6, 2, 5], [6, 4, 5, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [0, 3, 3, 3, 0], [0, 0, 0, 0, 0]]","[2, 4, 24]",24,28,23,0,0.057,0.0533333333333333,0.00366666666666667,"[10, 11, 12, 14, 13, 5, 9]",7,5,3,24021,11,170,159,"False",2,6,"traffic-light-mouselab",27,503296,"True",6,1,5,24,5,28,30
"864","traffic-light-mouselab","False",3,1,"[5, 5, 5, 7, 7, 7, 9, 9, 9, 8, 8, 8, 6, 6, 6]","[[6, 3, 5, 4, 4], [4, 3, 4, 4, 6], [5, 8, 7, 2, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 1, 1, 1, 1], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[4, 15, 11]",4,12,24,4,0.05,0.045,0.005,"[5, 7, 9, 8, 6]",5,5,3,13782,15,150,135,"False",0,4,"traffic-light-mouselab",28,518308,"True",4,0,0,4,0,28,30
"865","traffic-light-mouselab","False",3,1,"[10, 11, 12, 13, 14]","[[4, 7, 5, 10, 2], [6, 8, 9, 2, 5], [4, 6, 6, 4, 8]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[6, 6, 18]",18,16,25,4,0.062,0.0603333333333333,0.00166666666666667,"[10, 11, 12, 13, 14]",5,5,3,5470,5,186,181,"False",2,8,"traffic-light-mouselab",29,524704,"True",8,1,5,18,5,28,30
"866","traffic-light-mouselab","False",3,1,"[5, 6, 7, 8, 9]","[[4, 5, 6, 4, 6], [4, 4, 8, 4, 4], [6, 4, 5, 7, 8]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[4, 16, 10]",16,12,26,2,0.067,0.0653333333333333,0.00166666666666667,"[5, 6, 7, 8, 9]",5,5,3,3920,5,202,197,"False",1,8,"traffic-light-mouselab",30,529665,"True",8,1,5,16,5,28,30
"867","traffic-light-mouselab","False",3,1,"[10, 10, 10, 11, 11, 11, 11, 12, 12, 12]","[[6, 5, 7, 2, 4], [6, 10, 5, 5, 6], [5, 5, 7, 10, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 3, 3]]","[2, 9, 19]",19,18,27,2,0.064,0.061,0.003,"[10, 11, 12]",3,5,3,12398,9,192,183,"True",2,7,"traffic-light-mouselab",31,542794,"True",7,0,10,19,3,28,30
"868","traffic-light-mouselab","False",3,1,"[5, 5, 5, 7, 7, 7, 6, 6, 6, 8, 8, 8, 9, 9, 9, 3, 0]","[[4, 6, 7, 4, 6], [6, 3, 5, 6, 5], [5, 6, 5, 4, 4]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 1, 1, 0, 1], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[6, 21, 3]",6,22,28,3,0.054,0.0483333333333333,0.00566666666666667,"[5, 7, 6, 8, 9, 3, 0]",7,5,3,12161,17,162,145,"False",0,4,"traffic-light-mouselab",32,556016,"True",4,0,2,6,2,28,30
"869","traffic-light-mouselab","False",3,1,"[1, 1, 1, 0, 0, 0, 3, 3, 3, 2, 2, 2, 4, 4, 4, 6, 6, 6, 9, 9, 9]","[[3, 6, 4, 4, 6], [5, 4, 0, 6, 4], [5, 7, 3, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 0, 3, 3, 0], [3, 3, 3, 3, 3]]","[20, 7, 3]",7,20,29,1,0.056,0.049,0.007,"[1, 0, 3, 2, 4, 6, 9]",7,5,3,17285,21,169,148,"True",1,4,"traffic-light-mouselab",33,574556,"True",4,0,6,7,2,28,30
"870","traffic-light-mouselab","False",3,1,"[6, 6, 6]","[[3, 3, 6, 5, 6], [5, 7, 5, 6, 7], [2, 4, 3, 7, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 0, 3, 3, 3], [3, 3, 3, 3, 3]]","[4, 15, 11]",15,12,30,1,0.054,0.053,0.001,"[6]",1,5,3,6222,3,161,158,"True",1,7,"traffic-light-mouselab",34,581594,"True",7,1,3,15,1,28,30
"871","traffic-light-mouselab","True",3,1,"[5, 6, 8, 9, 7, 5, 5, 6, 6, 7, 7, 8, 8, 9, 9, 0, 0, 0, 1, 1, 1, 3, 3, 3, 4, 4, 4, 2, 2, 2, 10, 10, 10, 11, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14, 0, 1]","[[7, 5, 3, 3, 5], [3, 3, 5, 3, 6], [2, 6, 6, 6, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[5, 23, 2]",23,26,1,4,0.058,0.043,0.015,"[5, 6, 7, 8, 9, 0, 1, 3, 4, 2, 10, 11, 12, 13, 14]",15,5,3,107198,45,173,128,"True",1,6,"traffic-light-mouselab",4,355503,"False",6,1,15,23,5,29,30
"872","traffic-light-mouselab","True",3,1,"[0, 1, 2, 3, 4, 11]","[[4, 6, 6, 5, 4], [3, 3, 4, 5, 4], [5, 4, 5, 2, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 2, 3, 3, 3]]","[19, 5, 6]",19,18,2,1,0.051,0.049,0.002,"[0, 1, 2, 3, 4]",5,5,3,92175,6,153,147,"False",0,6,"traffic-light-mouselab",5,453791,"False",6,1,5,19,5,29,30
"873","traffic-light-mouselab","False",3,1,"[5, 5, 5, 3, 3, 3, 1, 1, 1, 12, 12, 12]","[[6, 4, 9, 4, 2], [1, 5, 7, 6, 6], [5, 6, 5, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 0, 3, 0, 3], [0, 3, 3, 3, 3], [3, 3, 0, 3, 3]]","[20, 3, 7]",20,20,3,0,0.053,0.049,0.004,"[5, 3, 1, 12]",4,5,3,38358,12,158,146,"True",0,6,"traffic-light-mouselab",7,498607,"False",6,0,6,20,2,29,30
"874","traffic-light-mouselab","False",3,1,"[5, 5, 5, 2, 2, 2, 8, 8, 8, 11, 11, 11]","[[7, 6, 6, 6, 7], [8, 6, 5, 6, 6], [9, 8, 4, 5, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 0, 3, 3], [0, 3, 3, 0, 3], [3, 0, 3, 3, 3]]","[18, 2, 10]",2,16,4,1,0.067,0.063,0.004,"[5, 2, 8, 11]",4,5,3,119598,12,200,188,"True",1,6,"traffic-light-mouselab",8,620151,"False",6,0,6,2,2,29,30
"875","traffic-light-mouselab","False",3,1,"[0, 0, 0, 12, 12, 12, 4, 4, 4, 6, 6, 6, 8, 8, 8]","[[5, 4, 6, 4, 1], [1, 7, 3, 6, 6], [6, 3, 4, 7, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 3, 3, 3, 0], [3, 0, 3, 0, 3], [3, 3, 0, 3, 3]]","[11, 4, 15]",4,12,5,1,0.039,0.034,0.005,"[0, 12, 4, 6, 8]",5,5,3,34039,15,117,102,"True",1,7,"traffic-light-mouselab",9,656135,"False",7,1,6,4,2,29,30
"876","traffic-light-mouselab","False",3,1,"[0, 0, 0, 7, 7, 7, 4, 4, 4, 11, 11, 11, 3, 3, 3]","[[2, 5, 5, 7, 8], [6, 6, 6, 7, 5], [8, 3, 5, 4, 7]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 3, 3, 0, 0], [3, 3, 0, 3, 3], [3, 0, 3, 3, 3]]","[1, 3, 26]",26,32,6,4,0.068,0.063,0.005,"[0, 7, 4, 11, 3]",5,5,3,11703,15,205,190,"True",2,7,"traffic-light-mouselab",10,671775,"False",7,0,3,26,1,29,30
"877","traffic-light-mouselab","False",3,1,"[0, 1, 2, 3, 4, 11, 11, 11, 14, 14, 14]","[[6, 7, 6, 6, 7], [4, 5, 2, 4, 5], [3, 5, 4, 1, 7]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 0, 3, 3, 0]]","[21, 3, 6]",21,22,7,4,0.068,0.0643333333333333,0.00366666666666667,"[0, 1, 2, 3, 4, 11, 14]",7,5,3,6783,11,204,193,"False",0,7,"traffic-light-mouselab",11,681119,"False",7,1,5,21,5,29,30
"878","traffic-light-mouselab","False",3,1,"[5, 6, 7, 8, 9, 0, 0, 0, 12, 12, 12, 2, 2, 2, 10, 10, 10]","[[6, 3, 5, 3, 6], [7, 5, 6, 5, 4], [6, 4, 7, 5, 8]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[0, 3, 0, 3, 3], [0, 0, 0, 0, 0], [0, 3, 0, 3, 3]]","[8, 17, 5]",17,14,8,0,0.066,0.0603333333333333,0.00566666666666667,"[5, 6, 7, 8, 9, 0, 12, 2, 10]",9,5,3,11503,17,197,180,"False",1,7,"traffic-light-mouselab",12,693527,"False",7,1,5,17,5,29,30
"879","traffic-light-mouselab","False",3,1,"[0, 0, 0, 6, 6, 6, 12, 12, 12, 8, 8, 8, 4, 4, 4, 13, 13, 13, 1, 1, 1, 10, 10, 10]","[[5, 3, 5, 2, 2], [6, 3, 9, 6, 7], [3, 1, 5, 2, 8]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 3, 3, 0], [3, 0, 3, 0, 3], [0, 3, 0, 0, 3]]","[1, 22, 7]",22,24,9,3,0.049,0.041,0.008,"[0, 6, 12, 8, 4, 13, 1, 10]",8,5,3,28351,24,148,124,"True",1,6,"traffic-light-mouselab",13,723487,"False",6,0,6,22,2,29,30
"880","traffic-light-mouselab","False",3,1,"[0, 0, 0, 1, 1, 1, 3, 3, 3, 11, 11, 11, 10, 10, 10, 13, 13, 13]","[[7, 5, 8, 7, 6], [5, 4, 6, 6, 6], [5, 7, 4, 4, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 3, 0, 3], [3, 3, 3, 3, 3], [0, 0, 3, 0, 3]]","[21, 8, 1]",8,22,10,1,0.048,0.042,0.006,"[0, 1, 3, 11, 10, 13]",6,5,3,9559,18,144,126,"True",1,4,"traffic-light-mouselab",14,734711,"False",4,0,0,8,0,29,30
"881","traffic-light-mouselab","False",3,1,"[5, 6, 7, 8, 9, 10, 10, 10]","[[6, 4, 3, 5, 5], [8, 3, 6, 7, 1], [6, 3, 4, 7, 3]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [0, 0, 0, 0, 0], [0, 3, 3, 3, 3]]","[5, 19, 6]",19,18,11,0,0.073,0.0703333333333333,0.00266666666666667,"[5, 6, 7, 8, 9, 10]",6,5,3,5271,8,218,210,"False",1,8,"traffic-light-mouselab",15,741983,"False",8,1,5,19,5,29,30
"882","traffic-light-mouselab","False",3,1,"[0, 1, 2, 3, 4, 11, 11, 11]","[[5, 8, 2, 3, 4], [6, 5, 4, 4, 7], [5, 7, 6, 2, 7]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 0, 3, 3, 3]]","[1, 25, 4]",1,30,12,1,0.054,0.0513333333333333,0.00266666666666667,"[0, 1, 2, 3, 4, 11]",6,5,3,5503,8,161,153,"False",0,8,"traffic-light-mouselab",16,748663,"False",8,1,5,1,5,29,30
"883","traffic-light-mouselab","False",3,1,"[5, 6, 7, 8, 9, 4, 4, 4, 11, 11, 11]","[[7, 3, 4, 3, 5], [5, 5, 3, 5, 6], [4, 3, 7, 5, 5]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 0], [0, 0, 0, 0, 0], [3, 0, 3, 3, 3]]","[1, 27, 2]",27,34,13,4,0.059,0.0553333333333333,0.00366666666666667,"[5, 6, 7, 8, 9, 4, 11]",7,5,3,6598,11,177,166,"False",1,6,"traffic-light-mouselab",17,756591,"False",6,1,5,27,5,29,30
"884","traffic-light-mouselab","False",3,1,"[10, 10, 10, 12, 12, 12, 14, 14, 14]","[[8, 4, 5, 6, 5], [4, 7, 4, 6, 5], [4, 5, 5, 9, 9]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 3, 0, 3, 0]]","[2, 12, 16]",12,16,14,4,0.071,0.068,0.003,"[10, 12, 14]",3,5,3,8230,9,214,205,"True",1,5,"traffic-light-mouselab",18,766175,"False",5,0,0,12,0,29,30
"885","traffic-light-mouselab","False",3,1,"[10, 11, 12, 13, 14, 2, 2, 2, 5, 5, 5, 7, 7, 7, 0, 0, 0]","[[6, 5, 5, 8, 3], [6, 7, 5, 4, 5], [5, 3, 6, 4, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[0, 3, 0, 3, 3], [0, 3, 0, 3, 3], [0, 0, 0, 0, 0]]","[3, 2, 25]",25,30,15,0,0.052,0.0463333333333333,0.00566666666666667,"[10, 11, 12, 13, 14, 2, 5, 7, 0]",9,5,3,9319,17,155,138,"False",2,5,"traffic-light-mouselab",19,776503,"False",5,0,5,25,5,29,30
"886","traffic-light-mouselab","False",3,1,"[0, 0, 0, 11, 11, 11, 13, 13, 13, 14, 14, 14, 10, 10, 10]","[[5, 5, 7, 5, 4], [5, 5, 6, 8, 6], [7, 4, 6, 5, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 3, 0, 0]]","[3, 3, 24]",24,28,16,0,0.066,0.061,0.005,"[0, 11, 13, 14, 10]",5,5,3,7807,15,198,183,"True",2,7,"traffic-light-mouselab",20,785463,"False",7,1,12,24,4,29,30
"887","traffic-light-mouselab","False",3,1,"[10, 11, 12, 13, 14]","[[5, 5, 3, 7, 5], [6, 4, 4, 6, 2], [6, 8, 6, 10, 3]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [0, 0, 0, 0, 0]]","[15, 6, 9]",9,10,17,3,0.077,0.0753333333333333,0.00166666666666667,"[10, 11, 12, 13, 14]",5,5,3,3215,5,231,226,"False",2,10,"traffic-light-mouselab",21,789735,"False",10,1,5,9,5,29,30
"888","traffic-light-mouselab","False",3,1,"[10, 10, 10, 11, 11, 11, 13, 13, 13, 2, 2, 2, 8, 8, 8]","[[7, 6, 3, 5, 1], [5, 5, 1, 6, 6], [3, 5, 0, 4, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 3, 0, 3, 3], [3, 3, 3, 0, 3], [0, 0, 3, 0, 3]]","[10, 8, 12]",10,4,18,3,0.049,0.044,0.005,"[10, 11, 13, 2, 8]",5,5,3,8223,15,146,131,"True",0,5,"traffic-light-mouselab",22,799471,"False",5,0,3,10,1,29,30
"889","traffic-light-mouselab","False",3,1,"[0, 1, 2, 3, 4, 13, 13, 13, 11, 11, 11]","[[5, 6, 6, 7, 5], [8, 6, 6, 5, 8], [6, 0, 4, 9, 6]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 0, 3, 0, 3]]","[3, 20, 7]",3,20,19,3,0.061,0.0573333333333333,0.00366666666666667,"[0, 1, 2, 3, 4, 13, 11]",7,5,3,6576,11,184,173,"False",0,7,"traffic-light-mouselab",23,811166,"False",7,1,5,3,5,29,30
"890","traffic-light-mouselab","False",3,1,"[0, 0, 0, 6, 6, 6, 12, 12, 12, 8, 8, 8, 4, 4, 4, 10, 10, 10, 2, 2, 2, 14, 14, 14]","[[9, 1, 8, 5, 5], [3, 5, 5, 5, 4], [4, 6, 5, 2, 1]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 3, 0, 3, 0], [3, 0, 3, 0, 3], [0, 3, 0, 3, 0]]","[3, 9, 18]",18,16,20,0,0.042,0.034,0.008,"[0, 6, 12, 8, 4, 10, 2, 14]",8,5,3,13336,24,126,102,"True",2,4,"traffic-light-mouselab",24,825792,"False",4,0,9,18,3,29,30
"891","traffic-light-mouselab","False",3,1,"[5, 6, 7, 8, 9, 0, 0, 0]","[[5, 4, 6, 4, 6], [9, 3, 6, 2, 5], [4, 6, 4, 4, 4]]","[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[0, 3, 3, 3, 3], [0, 0, 0, 0, 0], [3, 3, 3, 3, 3]]","[17, 11, 2]",11,16,21,0,0.064,0.0613333333333333,0.00266666666666667,"[5, 6, 7, 8, 9, 0]",6,5,3,5038,8,192,184,"False",1,9,"traffic-light-mouselab",25,832111,"False",9,1,5,11,5,29,30
"892","traffic-light-mouselab","False",3,1,"[0, 1, 2, 3, 4, 5, 5, 5, 8, 8, 8]","[[6, 3, 3, 6, 2], [4, 4, 5, 2, 3], [7, 4, 4, 4, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [0, 3, 3, 0, 3], [3, 3, 3, 3, 3]]","[15, 6, 9]",15,10,22,0,0.059,0.0553333333333333,0.00366666666666667,"[0, 1, 2, 3, 4, 5, 8]",7,5,3,6399,11,177,166,"False",0,6,"traffic-light-mouselab",26,839879,"False",6,1,5,15,5,29,30
"893","traffic-light-mouselab","False",3,1,"[0, 1, 2, 3, 4]","[[6, 6, 8, 3, 3], [3, 6, 4, 4, 6], [4, 5, 2, 5, 5]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[23, 3, 4]",23,26,23,2,0.068,0.0663333333333333,0.00166666666666667,"[0, 1, 2, 3, 4]",5,5,3,3223,5,204,199,"False",0,8,"traffic-light-mouselab",27,844303,"False",8,1,5,23,5,29,30
"894","traffic-light-mouselab","False",3,1,"[0, 1, 2, 3, 4, 10, 10, 10, 13, 13, 13]","[[7, 3, 4, 6, 3], [4, 6, 3, 6, 7], [4, 7, 5, 6, 9]]","[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0], [3, 3, 3, 3, 3], [0, 3, 3, 0, 3]]","[5, 22, 3]",5,24,24,0,0.045,0.0413333333333333,0.00366666666666667,"[0, 1, 2, 3, 4, 10, 13]",7,5,3,8071,11,135,124,"False",0,7,"traffic-light-mouselab",28,853783,"False",7,1,5,5,5,29,30
"895","traffic-light-mouselab","False",3,1,"[10, 12, 11, 13, 14, 6, 6, 6]","[[3, 6, 7, 4, 3], [6, 6, 5, 6, 4], [4, 6, 3, 2, 5]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 3, 3, 3, 3], [3, 0, 3, 3, 3], [0, 0, 0, 0, 0]]","[6, 11, 13]",13,8,25,1,0.06,0.0573333333333333,0.00266666666666667,"[10, 12, 11, 13, 14, 6]",6,5,3,5415,8,180,172,"False",2,6,"traffic-light-mouselab",29,860487,"False",6,1,5,13,5,29,30
"896","traffic-light-mouselab","False",3,1,"[0, 0, 0, 6, 6, 6, 3, 3, 3, 7, 7, 7, 4, 4, 4, 13, 13, 13, 10, 10, 10]","[[7, 4, 1, 6, 5], [3, 6, 4, 8, 4], [3, 3, 4, 3, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[0, 3, 3, 0, 0], [3, 0, 0, 3, 3], [0, 3, 3, 0, 3]]","[6, 19, 5]",6,18,26,0,0.038,0.031,0.007,"[0, 6, 3, 7, 4, 13, 10]",7,5,3,9552,21,114,93,"True",0,7,"traffic-light-mouselab",30,871192,"False",7,1,9,6,3,29,30
"897","traffic-light-mouselab","False",3,1,"[5, 5, 5, 1, 1, 1, 12, 12, 12, 8, 8, 8, 4, 4, 4]","[[2, 8, 3, 5, 5], [7, 9, 6, 6, 6], [4, 6, 5, 4, 2]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 0, 3, 3, 0], [0, 3, 3, 0, 3], [3, 3, 0, 3, 3]]","[5, 14, 11]",14,10,27,1,0.077,0.072,0.005,"[5, 1, 12, 8, 4]",5,5,3,6534,15,232,217,"True",1,9,"traffic-light-mouselab",31,879055,"False",9,1,6,14,2,29,30
